x y z
0.27 -0.05 2.92 3.15
0.22 -0.04 2.86 3.04
0.18 -0.03 2.8 2.95
0.17 -0.03 2.75 2.89
0.2 -0.03 2.7 2.86
0.0 0.0 3.15 3.15
0.18 -0.06 3.14 3.26
0.29 -0.1 3.12 3.31
0.34 -0.11 3.08 3.31
0.34 -0.11 3.03 3.26
0.31 -0.1 2.98 3.19
0.26 -0.09 2.92 3.1
0.21 -0.07 2.86 3.0
0.17 -0.06 2.8 2.92
0.16 -0.05 2.75 2.85
0.19 -0.06 2.7 2.83
0.0 0.0 3.15 3.15
0.17 -0.09 3.14 3.22
0.27 -0.14 3.12 3.25
0.32 -0.17 3.08 3.23
0.32 -0.17 3.03 3.19
0.29 -0.15 2.98 3.12
0.24 -0.13 2.92 3.04
0.2 -0.1 2.86 2.96
0.16 -0.08 2.8 2.88
0.15 -0.08 2.75 2.82
0.18 -0.09 2.7 2.79
0.0 0.0 3.15 3.15
0.16 -0.12 3.14 3.18
0.25 -0.18 3.12 3.18
0.29 -0.21 3.08 3.16
0.29 -0.21 3.03 3.11
0.26 -0.19 2.98 3.05
0.22 -0.16 2.92 2.98
0.18 -0.13 2.86 2.91
0.15 -0.11 2.8 2.84
0.14 -0.1 2.75 2.79
0.16 -0.12 2.7 2.74
0.0 0.0 3.15 3.15
0.14 -0.14 3.14 3.14
0.22 -0.22 3.12 3.12
0.25 -0.25 3.08 3.08
0.25 -0.25 3.03 3.03
0.23 -0.23 2.98 2.98
0.19 -0.19 2.92 2.92
0.16 -0.16 2.86 2.86
0.13 -0.13 2.8 2.8
0.12 -0.12 2.75 2.75
0.14 -0.14 2.7 2.7
0.0 0.0 3.15 3.15
0.12 -0.16 3.14 3.1
0.18 -0.25 3.12 3.05
0.21 -0.29 3.08 3.0
0.21 -0.29 3.03 2.96
0.19 -0.26 2.98 2.91
0.16 -0.22 2.92 2.86
0.13 -0.18 2.86 2.82
0.11 -0.15 2.8 2.77
0.1 -0.14 2.75 2.71
0.12 -0.16 2.7 2.66
0.0 0.0 3.15 3.15
0.09 -0.17 3.14 3.06
0.14 -0.27 3.12 2.99
0.17 -0.32 3.08 2.93
0.17 -0.32 3.03 2.88
0.15 -0.29 2.98 2.84
0.13 -0.24 2.92 2.81
0.1 -0.2 2.86 2.77
0.08 -0.16 2.8 2.73
0.08 -0.15 2.75 2.68
0.09 -0.18 2.7 2.61
0.0 0.0 3.15 3.15
0.06 -0.18 3.14 3.02
0.1 -0.29 3.12 2.92
0.11 -0.34 3.08 2.86
0.11 -0.34 3.03 2.81
0.1 -0.31 2.98 2.78
0.09 -0.26 2.92 2.75
0.07 -0.21 2.86 2.72
0.06 -0.17 2.8 2.69
0.05 -0.16 2.75 2.64
0.06 -0.19 2.7 2.57
0.0 0.0 3.15 3.15
0.03 -0.19 3.14 2.98
0.05 -0.3 3.12 2.86
0.06 -0.35 3.08 2.79
0.06 -0.35 3.03 2.74
0.05 -0.32 2.98 2.71
0.05 -0.27 2.92 2.7
0.04 -0.22 2.86 2.68
0.03 -0.18 2.8 2.66
0.03 -0.17 2.75 2.61
0.03 -0.2 2.7 2.54
0.0 0.0 3.15 3.15
0.0 -0.19 3.14 2.95
0.0 -0.31 3.12 2.81
0.0 -0.36 3.08 2.72
0.0 -0.36 3.03 2.68
0.0 -0.33 2.98 2.66
0.0 -0.27 2.92 2.65
0.0 -0.22 2.86 2.64
0.0 -0.18 2.8 2.63
0.0 -0.17 2.75 2.58
0.0 -0.2 2.7 2.5
0.0 0.0 3.15 3.15
0.0 -0.19 3.14 2.95
0.0 -0.31 3.12 2.81
0.0 -0.36 3.08 2.72
0.0 -0.36 3.03 2.68
0.0 -0.33 2.98 2.66
0.0 -0.27 2.92 2.65
0.0 -0.22 2.86 2.64
0.0 -0.18 2.8 2.63
0.0 -0.17 2.75 2.58
0.0 -0.2 2.7 2.5
0.0 0.0 3.15 3.15
-0.03 -0.19 3.14 2.92
-0.05 -0.3 3.12 2.76
-0.06 -0.35 3.08 2.67
-0.06 -0.35 3.03 2.62
-0.05 -0.32 2.98 2.61
-0.05 -0.27 2.92 2.61
-0.04 -0.22 2.86 2.61
-0.03 -0.18 2.8 2.6
-0.03 -0.17 2.75 2.56
-0.03 -0.2 2.7 2.47
0.0 0.0 3.15 3.15
-0.06 -0.18 3.14 2.89
-0.1 -0.29 3.12 2.73
-0.11 -0.34 3.08 2.63
-0.11 -0.34 3.03 2.58
-0.1 -0.31 2.98 2.57
-0.09 -0.26 2.92 2.58
-0.07 -0.21 2.86 2.58
-0.06 -0.17 2.8 2.58
-0.05 -0.16 2.75 2.54
-0.06 -0.19 2.7 2.45
0.0 0.0 3.15 3.15
-0.09 -0.17 3.14 2.88
-0.14 -0.27 3.12 2.7
-0.17 -0.32 3.08 2.6
-0.17 -0.32 3.03 2.55
-0.15 -0.29 2.98 2.54
-0.13 -0.24 2.92 2.55
-0.1 -0.2 2.86 2.57
-0.08 -0.16 2.8 2.56
-0.08 -0.15 2.75 2.52
-0.09 -0.18 2.7 2.43
0.0 0.0 3.15 3.15
-0.12 -0.16 3.14 2.87
-0.18 -0.25 3.12 2.68
-0.21 -0.29 3.08 2.58
-0.21 -0.29 3.03 2.53
-0.19 -0.26 2.98 2.52
-0.16 -0.22 2.92 2.54
-0.13 -0.18 2.86 2.55
-0.11 -0.15 2.8 2.55
-0.1 -0.14 2.75 2.51
-0.12 -0.16 2.7 2.42
0.0 0.0 3.15 3.15
-0.14 -0.14 3.14 2.86
-0.22 -0.22 3.12 2.68
-0.25 -0.25 3.08 2.57
-0.25 -0.25 3.03 2.53
-0.23 -0.23 2.98 2.52
-0.19 -0.19 2.92 2.53
-0.16 -0.16 2.86 2.55
-0.13 -0.13 2.8 2.55
-0.12 -0.12 2.75 2.51
-0.14 -0.14 2.7 2.42
0.0 0.0 3.15 3.15
-0.16 -0.12 3.14 2.87
-0.25 -0.18 3.12 2.68
-0.29 -0.21 3.08 2.58
-0.29 -0.21 3.03 2.53
-0.26 -0.19 2.98 2.52
-0.22 -0.16 2.92 2.54
-0.18 -0.13 2.86 2.55
-0.15 -0.11 2.8 2.55
-0.14 -0.1 2.75 2.51
-0.16 -0.12 2.7 2.42
0.0 0.0 3.15 3.15
-0.17 -0.09 3.14 2.88
-0.27 -0.14 3.12 2.7
-0.32 -0.17 3.08 2.6
-0.32 -0.17 3.03 2.55
-0.29 -0.15 2.98 2.54
-0.24 -0.13 2.92 2.55
-0.2 -0.1 2.86 2.57
-0.16 -0.08 2.8 2.56
-0.15 -0.08 2.75 2.52
-0.18 -0.09 2.7 2.43
0.0 0.0 3.15 3.15
-0.18 -0.06 3.14 2.89
-0.29 -0.1 3.12 2.73
-0.34 -0.11 3.08 2.63
-0.34 -0.11 3.03 2.58
-0.31 -0.1 2.98 2.57
-0.26 -0.09 2.92 2.58
-0.21 -0.07 2.86 2.58
-0.17 -0.06 2.8 2.58
-0.16 -0.05 2.75 2.54
-0.19 -0.06 2.7 2.45
0.0 0.0 3.15 3.15
-0.19 -0.03 3.14 2.92
-0.3 -0.05 3.12 2.76
-0.35 -0.06 3.08 2.67
-0.35 -0.06 3.03 2.62
-0.32 -0.05 2.98 2.61
-0.27 -0.05 2.92 2.61
-0.22 -0.04 2.86 2.61
-0.18 -0.03 2.8 2.6
-0.17 -0.03 2.75 2.56
-0.2 -0.03 2.7 2.47
0.0 0.0 3.15 3.15
-0.19 0.0 3.14 2.95
-0.31 0.0 3.12 2.81
-0.36 0.0 3.08 2.72
-0.36 0.0 3.03 2.68
-0.33 0.0 2.98 2.66
-0.27 0.0 2.92 2.65
-0.22 0.0 2.86 2.64
-0.18 0.0 2.8 2.63
-0.17 0.0 2.75 2.58
-0.2 0.0 2.7 2.5
0.0 0.0 3.15 3.15
-0.19 0.0 3.14 2.95
-0.31 0.0 3.12 2.81
-0.36 0.0 3.08 2.72
-0.36 0.0 3.03 2.68
-0.33 0.0 2.98 2.66
-0.27 0.0 2.92 2.65
-0.22 0.0 2.86 2.64
-0.18 0.0 2.8 2.63
-0.17 0.0 2.75 2.58
-0.2 0.0 2.7 2.5
0.0 0.0 3.15 3.15
-0.19 0.03 3.14 2.98
-0.3 0.05 3.12 2.86
-0.35 0.06 3.08 2.79
-0.35 0.06 3.03 2.74
-0.32 0.05 2.98 2.71
-0.27 0.05 2.92 2.7
-0.22 0.04 2.86 2.68
-0.18 0.03 2.8 2.66
-0.17 0.03 2.75 2.61
-0.2 0.03 2.7 2.54
0.0 0.0 3.15 3.15
-0.18 0.06 3.14 3.02
-0.29 0.1 3.12 2.92
-0.34 0.11 3.08 2.86
-0.34 0.11 3.03 2.81
-0.31 0.1 2.98 2.78
-0.26 0.09 2.92 2.75
-0.21 0.07 2.86 2.72
-0.17 0.06 2.8 2.69
-0.16 0.05 2.75 2.64
-0.19 0.06 2.7 2.57
0.0 0.0 3.15 3.15
-0.17 0.09 3.14 3.06
-0.27 0.14 3.12 2.99
-0.32 0.17 3.08 2.93
-0.32 0.17 3.03 2.88
-0.29 0.15 2.98 2.84
-0.24 0.13 2.92 2.81
-0.2 0.1 2.86 2.77
-0.16 0.08 2.8 2.73
-0.15 0.08 2.75 2.68
-0.18 0.09 2.7 2.61
0.0 0.0 3.15 3.15
-0.16 0.12 3.14 3.1
-0.25 0.18 3.12 3.05
-0.29 0.21 3.08 3.0
-0.29 0.21 3.03 2.96
-0.26 0.19 2.98 2.91
-0.22 0.16 2.92 2.86
-0.18 0.13 2.86 2.82
-0.15 0.11 2.8 2.77
-0.14 0.1 2.75 2.71
-0.16 0.12 2.7 2.66
0.0 0.0 3.15 3.15
-0.14 0.14 3.14 3.14
-0.22 0.22 3.12 3.12
-0.25 0.25 3.08 3.08
-0.25 0.25 3.03 3.03
-0.23 0.23 2.98 2.98
-0.19 0.19 2.92 2.92
-0.16 0.16 2.86 2.86
-0.13 0.13 2.8 2.8
-0.12 0.12 2.75 2.75
-0.14 0.14 2.7 2.7
0.0 0.0 3.15 3.15
-0.12 0.16 3.14 3.18
-0.18 0.25 3.12 3.18
-0.21 0.29 3.08 3.16
-0.21 0.29 3.03 3.11
-0.19 0.26 2.98 3.05
-0.16 0.22 2.92 2.98
-0.13 0.18 2.86 2.91
-0.11 0.15 2.8 2.84
-0.1 0.14 2.75 2.79
-0.12 0.16 2.7 2.74
0.0 0.0 3.15 3.15
-0.09 0.17 3.14 3.22
-0.14 0.27 3.12 3.25
-0.17 0.32 3.08 3.23
-0.17 0.32 3.03 3.19
-0.15 0.29 2.98 3.12
-0.13 0.24 2.92 3.04
-0.1 0.2 2.86 2.96
-0.08 0.16 2.8 2.88
-0.08 0.15 2.75 2.82
-0.09 0.18 2.7 2.79
0.0 0.0 3.15 3.15
-0.06 0.18 3.14 3.26
-0.1 0.29 3.12 3.31
-0.11 0.34 3.08 3.31
-0.11 0.34 3.03 3.26
-0.1 0.31 2.98 3.19
-0.09 0.26 2.92 3.1
-0.07 0.21 2.86 3.0
-0.06 0.17 2.8 2.92
-0.05 0.16 2.75 2.85
-0.06 0.19 2.7 2.83
0.0 0.0 3.15 3.15
-0.03 0.19 3.14 3.3
-0.05 0.3 3.12 3.37
-0.06 0.35 3.08 3.38
-0.06 0.35 3.03 3.33
-0.05 0.32 2.98 3.25
-0.05 0.27 2.92 3.15
-0.04 0.22 2.86 3.04
-0.03 0.18 2.8 2.95
-0.03 0.17 2.75 2.89
-0.03 0.2 2.7 2.86
0.0 0.0 3.15 3.15
0.0 0.19 3.14 3.34
0.0 0.31 3.12 3.43
0.0 0.36 3.08 3.44
0.0 0.36 3.03 3.39
0.0 0.33 2.98 3.31
0.0 0.27 2.92 3.2
0.0 0.22 2.86 3.08
0.0 0.18 2.8 2.98
0.0 0.17 2.75 2.92
0.0 0.2 2.7 2.9
0.0 0.0 3.15 3.15
0.0 0.19 3.14 3.34
0.0 0.31 3.12 3.43
0.0 0.36 3.08 3.44
0.0 0.36 3.03 3.39
0.0 0.33 2.98 3.31
0.0 0.27 2.92 3.2
0.0 0.22 2.86 3.08
0.0 0.18 2.8 2.98
0.0 0.17 2.75 2.92
0.0 0.2 2.7 2.9
0.0 0.0 3.15 3.15
0.03 0.19 3.14 3.37
0.05 0.3 3.12 3.47
0.06 0.35 3.08 3.49
0.06 0.35 3.03 3.45
0.05 0.32 2.98 3.36
0.05 0.27 2.92 3.24
0.04 0.22 2.86 3.12
0.03 0.18 2.8 3.01
0.03 0.17 2.75 2.94
0.03 0.2 2.7 2.93
0.0 0.0 3.15 3.15
0.06 0.18 3.14 3.39
0.1 0.29 3.12 3.51
0.11 0.34 3.08 3.54
0.11 0.34 3.03 3.49
0.1 0.31 2.98 3.39
0.09 0.26 2.92 3.27
0.07 0.21 2.86 3.14
0.06 0.17 2.8 3.03
0.05 0.16 2.75 2.96
0.06 0.19 2.7 2.95
0.0 0.0 3.15 3.15
0.09 0.17 3.14 3.41
0.14 0.27 3.12 3.54
0.17 0.32 3.08 3.57
0.17 0.32 3.03 3.52
0.15 0.29 2.98 3.42
0.13 0.24 2.92 3.29
0.1 0.2 2.86 3.16
0.08 0.16 2.8 3.05
0.08 0.15 2.75 2.98
0.09 0.18 2.7 2.97
0.0 0.0 3.15 3.15
0.12 0.16 3.14 3.41
0.18 0.25 3.12 3.55
0.21 0.29 3.08 3.58
0.21 0.29 3.03 3.54
0.19 0.26 2.98 3.44
0.16 0.22 2.92 3.31
0.13 0.18 2.86 3.17
0.11 0.15 2.8 3.06
0.1 0.14 2.75 2.98
0.12 0.16 2.7 2.98
0.0 0.0 3.15 3.15
0.14 0.14 3.14 3.42
0.22 0.22 3.12 3.56
0.25 0.25 3.08 3.59
0.25 0.25 3.03 3.54
0.23 0.23 2.98 3.44
0.19 0.19 2.92 3.31
0.16 0.16 2.86 3.18
0.13 0.13 2.8 3.06
0.12 0.12 2.75 2.99
0.14 0.14 2.7 2.98
0.0 0.0 3.15 3.15
0.16 0.12 3.14 3.41
0.25 0.18 3.12 3.55
0.29 0.21 3.08 3.58
0.29 0.21 3.03 3.54
0.26 0.19 2.98 3.44
0.22 0.16 2.92 3.31
0.18 0.13 2.86 3.17
0.15 0.11 2.8 3.06
0.14 0.1 2.75 2.98
0.16 0.12 2.7 2.98
0.0 0.0 3.15 3.15
0.17 0.09 3.14 3.41
0.27 0.14 3.12 3.54
0.32 0.17 3.08 3.57
0.32 0.17 3.03 3.52
0.29 0.15 2.98 3.42
0.24 0.13 2.92 3.29
0.2 0.1 2.86 3.16
0.16 0.08 2.8 3.05
0.15 0.08 2.75 2.98
0.18 0.09 2.7 2.97
0.0 0.0 3.15 3.15
0.18 0.06 3.14 3.39
0.29 0.1 3.12 3.51
0.34 0.11 3.08 3.54
0.34 0.11 3.03 3.49
0.31 0.1 2.98 3.39
0.26 0.09 2.92 3.27
0.21 0.07 2.86 3.14
0.17 0.06 2.8 3.03
0.16 0.05 2.75 2.96
0.19 0.06 2.7 2.95
0.0 0.0 3.15 3.15
0.19 0.03 3.14 3.37
0.3 0.05 3.12 3.47
0.35 0.06 3.08 3.49
0.35 0.06 3.03 3.45
0.32 0.05 2.98 3.36
0.27 0.05 2.92 3.24
0.22 0.04 2.86 3.12
0.18 0.03 2.8 3.01
0.17 0.03 2.75 2.94
0.2 0.03 2.7 2.93
0.0 0.0 3.15 3.15
0.19 0.0 3.14 3.34
0.31 0.0 3.12 3.43
0.36 0.0 3.08 3.44
0.36 0.0 3.03 3.39
0.33 0.0 2.98 3.31
0.27 0.0 2.92 3.2
0.22 0.0 2.86 3.08
0.18 0.0 2.8 2.98
0.17 0.0 2.75 2.92
0.2 0.0 2.7 2.9
0.2 0.0 2.7 2.9
0.28 0.0 2.66 2.94
0.39 0.0 2.63 3.02
0.53 0.0 2.6 3.12
0.67 0.0 2.57 3.25
0.83 0.0 2.55 3.38
0.97 0.0 2.53 3.5
1.1 0.0 2.5 3.6
1.2 0.0 2.47 3.68
1.27 0.0 2.44 3.72
1.3 0.0 2.4 3.7
0.2 -0.03 2.7 2.86
0.28 -0.05 2.66 2.89
0.39 -0.06 2.63 2.95
0.52 -0.09 2.6 3.03
0.66 -0.11 2.57 3.13
0.81 -0.14 2.55 3.23
0.96 -0.16 2.53 3.33
1.09 -0.18 2.5 3.41
1.19 -0.2 2.47 3.47
1.26 -0.21 2.44 3.49
1.28 -0.21 2.4 3.47
0.19 -0.06 2.7 2.83
0.27 -0.09 2.66 2.84
0.37 -0.12 2.63 2.87
0.5 -0.17 2.6 2.93
0.64 -0.21 2.57 3.0
0.78 -0.26 2.55 3.07
0.92 -0.31 2.53 3.14
1.04 -0.35 2.5 3.2
1.14 -0.38 2.47 3.23
1.21 -0.41 2.44 3.24
1.23 -0.41 2.4 3.22
0.18 -0.09 2.7 2.79
0.25 -0.13 2.66 2.78
0.35 -0.18 2.63 2.79
0.47 -0.24 2.6 2.82
0.6 -0.31 2.57 2.86
0.73 -0.38 2.55 2.9
0.86 -0.45 2.53 2.94
0.98 -0.51 2.5 2.97
1.07 -0.56 2.47 2.99
1.13 -0.59 2.44 2.98
1.16 -0.6 2.4 2.95
0.16 -0.12 2.7 2.74
0.23 -0.17 2.66 2.72
0.32 -0.23 2.63 2.71
0.43 -0.31 2.6 2.71
0.55 -0.4 2.57 2.72
0.67 -0.49 2.55 2.73
0.79 -0.58 2.53 2.74
0.89 -0.65 2.5 2.74
0.98 -0.72 2.47 2.73
1.03 -0.76 2.44 2.72
1.05 -0.77 2.4 2.68
0.14 -0.14 2.7 2.7
0.2 -0.2 2.66 2.66
0.28 -0.28 2.63 2.63
0.37 -0.37 2.6 2.6
0.48 -0.48 2.57 2.57
0.59 -0.59 2.55 2.55
0.69 -0.69 2.53 2.53
0.78 -0.78 2.5 2.5
0.86 -0.86 2.47 2.47
0.9 -0.9 2.44 2.44
0.92 -0.92 2.4 2.4
0.12 -0.16 2.7 2.66
0.17 -0.23 2.66 2.6
0.23 -0.32 2.63 2.54
0.31 -0.43 2.6 2.48
0.4 -0.55 2.57 2.43
0.49 -0.67 2.55 2.37
0.58 -0.79 2.53 2.32
0.65 -0.89 2.5 2.27
0.72 -0.98 2.47 2.21
0.76 -1.03 2.44 2.17
0.77 -1.05 2.4 2.12
0.09 -0.18 2.7 2.61
0.13 -0.25 2.66 2.54
0.18 -0.35 2.63 2.46
0.24 -0.47 2.6 2.37
0.31 -0.6 2.57 2.29
0.38 -0.73 2.55 2.2
0.45 -0.86 2.53 2.11
0.51 -0.98 2.5 2.03
0.56 -1.07 2.47 1.96
0.59 -1.13 2.44 1.9
0.6 -1.16 2.4 1.85
0.06 -0.19 2.7 2.57
0.09 -0.27 2.66 2.48
0.12 -0.37 2.63 2.38
0.17 -0.5 2.6 2.27
0.21 -0.64 2.57 2.15
0.26 -0.78 2.55 2.03
0.31 -0.92 2.53 1.92
0.35 -1.04 2.5 1.81
0.38 -1.14 2.47 1.71
0.41 -1.21 2.44 1.64
0.41 -1.23 2.4 1.58
0.03 -0.2 2.7 2.54
0.05 -0.28 2.66 2.43
0.06 -0.39 2.63 2.3
0.09 -0.52 2.6 2.16
0.11 -0.66 2.57 2.02
0.14 -0.81 2.55 1.87
0.16 -0.96 2.53 1.73
0.18 -1.09 2.5 1.6
0.2 -1.19 2.47 1.48
0.21 -1.26 2.44 1.39
0.21 -1.28 2.4 1.33
0.0 -0.2 2.7 2.5
0.0 -0.28 2.66 2.38
0.0 -0.39 2.63 2.23
0.0 -0.53 2.6 2.07
0.0 -0.67 2.57 1.9
0.0 -0.82 2.55 1.72
0.0 -0.97 2.53 1.56
0.0 -1.1 2.5 1.4
0.0 -1.2 2.47 1.27
0.0 -1.27 2.44 1.17
0.0 -1.3 2.4 1.1
0.0 -0.2 2.7 2.5
0.0 -0.28 2.66 2.38
0.0 -0.39 2.63 2.23
0.0 -0.53 2.6 2.07
0.0 -0.67 2.57 1.9
0.0 -0.83 2.55 1.72
0.0 -0.97 2.53 1.56
0.0 -1.1 2.5 1.4
0.0 -1.2 2.47 1.27
0.0 -1.27 2.44 1.17
0.0 -1.3 2.4 1.1
-0.03 -0.2 2.7 2.47
-0.05 -0.28 2.66 2.34
-0.06 -0.39 2.63 2.18
-0.09 -0.52 2.6 1.99
-0.11 -0.66 2.57 1.8
-0.14 -0.81 2.55 1.6
-0.16 -0.96 2.53 1.41
-0.18 -1.09 2.5 1.24
-0.2 -1.19 2.47 1.09
-0.21 -1.26 2.44 0.97
-0.21 -1.28 2.4 0.9
-0.06 -0.19 2.7 2.45
-0.09 -0.27 2.66 2.3
-0.12 -0.37 2.63 2.13
-0.17 -0.5 2.6 1.93
-0.21 -0.64 2.57 1.72
-0.26 -0.78 2.55 1.5
-0.31 -0.92 2.53 1.3
-0.35 -1.04 2.5 1.11
-0.38 -1.14 2.47 0.95
-0.41 -1.21 2.44 0.82
-0.41 -1.23 2.4 0.75
-0.09 -0.18 2.7 2.43
-0.13 -0.25 2.66 2.28
-0.18 -0.35 2.63 2.1
-0.24 -0.47 2.6 1.89
-0.31 -0.6 2.57 1.66
-0.38 -0.73 2.55 1.43
-0.45 -0.86 2.53 1.21
-0.51 -0.98 2.5 1.01
-0.56 -1.07 2.47 0.84
-0.59 -1.13 2.44 0.72
-0.6 -1.16 2.4 0.64
-0.12 -0.16 2.7 2.42
-0.17 -0.23 2.66 2.27
-0.23 -0.32 2.63 2.08
-0.31 -0.43 2.6 1.86
-0.4 -0.55 2.57 1.63
-0.49 -0.67 2.55 1.39
-0.58 -0.79 2.53 1.17
-0.65 -0.89 2.5 0.96
-0.72 -0.98 2.47 0.78
-0.76 -1.03 2.44 0.65
-0.77 -1.05 2.4 0.58
-0.14 -0.14 2.7 2.42
-0.2 -0.2 2.66 2.26
-0.28 -0.28 2.63 2.07
-0.37 -0.37 2.6 1.85
-0.48 -0.48 2.57 1.62
-0.59 -0.59 2.55 1.38
-0.69 -0.69 2.53 1.15
-0.78 -0.78 2.5 0.94
-0.86 -0.86 2.47 0.76
-0.9 -0.9 2.44 0.63
-0.92 -0.92 2.4 0.55
-0.16 -0.12 2.7 2.42
-0.23 -0.17 2.66 2.27
-0.32 -0.23 2.63 2.08
-0.43 -0.31 2.6 1.86
-0.55 -0.4 2.57 1.63
-0.67 -0.49 2.55 1.39
-0.79 -0.58 2.53 1.17
-0.89 -0.65 2.5 0.96
-0.98 -0.72 2.47 0.78
-1.03 -0.76 2.44 0.65
-1.05 -0.77 2.4 0.58
-0.18 -0.09 2.7 2.43
-0.25 -0.13 2.66 2.28
-0.35 -0.18 2.63 2.1
-0.47 -0.24 2.6 1.89
-0.6 -0.31 2.57 1.66
-0.73 -0.38 2.55 1.43
-0.86 -0.45 2.53 1.21
-0.98 -0.51 2.5 1.01
-1.07 -0.56 2.47 0.84
-1.13 -0.59 2.44 0.72
-1.16 -0.6 2.4 0.64
-0.19 -0.06 2.7 2.45
-0.27 -0.09 2.66 2.3
-0.37 -0.12 2.63 2.13
-0.5 -0.17 2.6 1.93
-0.64 -0.21 2.57 1.72
-0.78 -0.26 2.55 1.5
-0.92 -0.31 2.53 1.3
-1.04 -0.35 2.5 1.11
-1.14 -0.38 2.47 0.95
-1.21 -0.41 2.44 0.82
-1.23 -0.41 2.4 0.75
-0.2 -0.03 2.7 2.47
-0.28 -0.05 2.66 2.34
-0.39 -0.06 2.63 2.18
-0.52 -0.09 2.6 1.99
-0.66 -0.11 2.57 1.8
-0.81 -0.14 2.55 1.6
-0.96 -0.16 2.53 1.41
-1.09 -0.18 2.5 1.24
-1.19 -0.2 2.47 1.09
-1.26 -0.21 2.44 0.97
-1.28 -0.21 2.4 0.9
-0.2 0.0 2.7 2.5
-0.28 0.0 2.66 2.38
-0.39 0.0 2.63 2.23
-0.53 0.0 2.6 2.07
-0.67 0.0 2.57 1.9
-0.82 0.0 2.55 1.72
-0.97 0.0 2.53 1.56
-1.1 0.0 2.5 1.4
-1.2 0.0 2.47 1.27
-1.27 0.0 2.44 1.17
-1.3 0.0 2.4 1.1
-0.2 0.0 2.7 2.5
-0.28 0.0 2.66 2.38
-0.39 0.0 2.63 2.23
-0.53 0.0 2.6 2.07
-0.67 0.0 2.57 1.9
-0.83 0.0 2.55 1.72
-0.97 0.0 2.53 1.56
-1.1 0.0 2.5 1.4
-1.2 0.0 2.47 1.27
-1.27 0.0 2.44 1.17
-1.3 0.0 2.4 1.1
-0.2 0.03 2.7 2.54
-0.28 0.05 2.66 2.43
-0.39 0.06 2.63 2.3
-0.52 0.09 2.6 2.16
-0.66 0.11 2.57 2.02
-0.81 0.14 2.55 1.87
-0.96 0.16 2.53 1.73
-1.09 0.18 2.5 1.6
-1.19 0.2 2.47 1.48
-1.26 0.21 2.44 1.39
-1.28 0.21 2.4 1.33
-0.19 0.06 2.7 2.57
-0.27 0.09 2.66 2.48
-0.37 0.12 2.63 2.38
-0.5 0.17 2.6 2.27
-0.64 0.21 2.57 2.15
-0.78 0.26 2.55 2.03
-0.92 0.31 2.53 1.92
-1.04 0.35 2.5 1.81
-1.14 0.38 2.47 1.71
-1.21 0.41 2.44 1.64
-1.23 0.41 2.4 1.58
-0.18 0.09 2.7 2.61
-0.25 0.13 2.66 2.54
-0.35 0.18 2.63 2.46
-0.47 0.24 2.6 2.37
-0.6 0.31 2.57 2.29
-0.73 0.38 2.55 2.2
-0.86 0.45 2.53 2.11
-0.98 0.51 2.5 2.03
-1.07 0.56 2.47 1.96
-1.13 0.59 2.44 1.9
-1.16 0.6 2.4 1.85
-0.16 0.12 2.7 2.66
-0.23 0.17 2.66 2.6
-0.32 0.23 2.63 2.54
-0.43 0.31 2.6 2.48
-0.55 0.4 2.57 2.43
-0.67 0.49 2.55 2.37
-0.79 0.58 2.53 2.32
-0.89 0.65 2.5 2.27
-0.98 0.72 2.47 2.21
-1.03 0.76 2.44 2.17
-1.05 0.77 2.4 2.12
-0.14 0.14 2.7 2.7
-0.2 0.2 2.66 2.66
-0.28 0.28 2.63 2.63
-0.37 0.37 2.6 2.6
-0.48 0.48 2.57 2.57
-0.59 0.59 2.55 2.55
-0.69 0.69 2.53 2.53
-0.78 0.78 2.5 2.5
-0.86 0.86 2.47 2.47
-0.9 0.9 2.44 2.44
-0.92 0.92 2.4 2.4
-0.12 0.16 2.7 2.74
-0.17 0.23 2.66 2.72
-0.23 0.32 2.63 2.71
-0.31 0.43 2.6 2.71
-0.4 0.55 2.57 2.72
-0.49 0.67 2.55 2.73
-0.58 0.79 2.53 2.74
-0.65 0.89 2.5 2.74
-0.72 0.98 2.47 2.73
-0.76 1.03 2.44 2.72
-0.77 1.05 2.4 2.68
-0.09 0.18 2.7 2.79
-0.13 0.25 2.66 2.78
-0.18 0.35 2.63 2.79
-0.24 0.47 2.6 2.82
-0.31 0.6 2.57 2.86
-0.38 0.73 2.55 2.9
-0.45 0.86 2.53 2.94
-0.51 0.98 2.5 2.97
-0.56 1.07 2.47 2.99
-0.59 1.13 2.44 2.98
-0.6 1.16 2.4 2.95
-0.06 0.19 2.7 2.83
-0.09 0.27 2.66 2.84
-0.12 0.37 2.63 2.87
-0.17 0.5 2.6 2.93
-0.21 0.64 2.57 3.0
-0.26 0.78 2.55 3.07
-0.31 0.92 2.53 3.14
-0.35 1.04 2.5 3.2
-0.38 1.14 2.47 3.23
-0.41 1.21 2.44 3.24
-0.41 1.23 2.4 3.22
-0.03 0.2 2.7 2.86
-0.05 0.28 2.66 2.89
-0.06 0.39 2.63 2.95
-0.09 0.52 2.6 3.03
-0.11 0.66 2.57 3.13
-0.14 0.81 2.55 3.23
-0.16 0.96 2.53 3.33
-0.18 1.09 2.5 3.41
-0.2 1.19 2.47 3.47
-0.21 1.26 2.44 3.49
-0.21 1.28 2.4 3.47
0.0 0.2 2.7 2.9
0.0 0.28 2.66 2.94
0.0 0.39 2.63 3.02
